mode,logistics_partner,vehicle_type,fuel_type,distance_in_km_per_route,vehicle_capacity_in_kg,load_capacity_in_kg,average_speed_in_km_per_hr,traffic_condition,no_of_stop,vehicle_age_in_years,engine_norm_type,adjusted_fuel_efficiency_in_km_litre,adjusted_energy_kwh_per_km,total_energy_kwh,fuel_consumption_in_litre,load_factor,c02_emission_kg,load_utilization,fuel_per_km,co2_per_km,co2_per_litre,speed_per_stop,high_emitter,efficiency_score,low_efficiency,co2_tier
Road,Delhivery,van,diesel,102,600.0,300.0,26.47,Heavy,23,1,BS-VI,9.769,0.0399,5.1199,10.506,0.5,22.063,0.5,0.10300000000000001,0.21630392156862743,2.10003807348182,1.1508695652173913,False,14.33186255247,False,Medium
Road,Delhivery,van,diesel,77,600.0,426.0,29.33,Moderate,24,3,BS-VI,9.686,0.0399,5.1199,7.966,0.71,16.729,0.71,0.10345454545454545,0.21725974025974024,2.1000502134069796,1.2220833333333332,False,14.268866425508843,False,Medium
Road,Delhivery,van,diesel,143,600.0,450.0,26.3,Moderate,19,5,BS-III,11.167,0.0399,5.1199,12.812,0.75,30.749,0.75,0.0895944055944056,0.21502797202797203,2.4000156103652825,1.3842105263157896,False,15.81196891873672,False,Medium
Road,Delhivery,van,diesel,133,1200.0,240.0,32.33,Moderate,30,1,BS-VI,13.162,0.0399,5.1199,10.159,0.2,21.334,0.2,0.07638345864661655,0.16040601503759397,2.1000098434885324,1.0776666666666666,False,19.326019929876008,False,Medium
Road,Delhivery,van,diesel,138,600.0,336.0,37.3,Low,13,4,BS-IV,13.924,0.0399,5.1199,9.942,0.56,22.867,0.56,0.07204347826086957,0.16570289855072465,2.30004023335345,2.869230769230769,False,19.91540439072795,False,Medium
Road,Delhivery,van,diesel,159,1000.0,460.0,29.29,Moderate,22,1,BS-IV,13.506,0.0399,5.1199,11.816,0.46,27.177,0.46,0.07431446540880504,0.17092452830188679,2.30001692620176,1.3313636363636363,False,19.306865778639285,False,Medium
Road,Delhivery,van,diesel,148,1200.0,624.0,35.63,Moderate,18,1,BS-III,13.849,0.0399,5.1199,10.718,0.52,25.723,0.52,0.07241891891891891,0.17380405405405405,2.399981339802202,1.9794444444444446,False,19.562152093096678,False,Medium
Road,Delhivery,van,diesel,86,1200.0,240.0,37.56,Moderate,20,4,BS-III,14.238,0.0399,5.1199,6.056,0.2,14.534,0.2,0.07041860465116279,0.169,2.3999339498018495,1.8780000000000001,False,20.117952365691416,False,Medium
Road,Delhivery,van,diesel,154,1200.0,1032.0,28.02,Heavy,26,6,BS-VI,9.697,0.0399,5.1199,15.888,0.86,33.365,0.86,0.10316883116883117,0.21665584415584416,2.100012588116818,1.0776923076923077,False,14.308465115240221,False,Medium
Road,Delhivery,van,diesel,80,600.0,456.0,31.7,Moderate,16,3,BS-III,10.955,0.0399,5.1199,7.314,0.76,17.554,0.76,0.091425,0.21942499999999998,2.4000546896363137,1.98125,False,15.495293105326713,False,Medium
Road,Delhivery,van,diesel,74,800.0,160.0,36.16,Heavy,21,3,BS-VI,8.692,0.0399,5.1199,8.578,0.2,18.014,0.2,0.11591891891891891,0.24343243243243243,2.1000233154581487,1.7219047619047618,False,12.73463558032103,False,Medium
Road,Delhivery,van,diesel,71,800.0,160.0,35.23,Moderate,29,1,BS-VI,10.979,0.0399,5.1199,6.51,0.2,13.671,0.2,0.09169014084507042,0.19254929577464788,2.1,1.2148275862068965,False,16.099773242630384,False,Medium
Road,Delhivery,van,diesel,94,1200.0,240.0,39.65,Moderate,19,1,BS-III,12.085,0.0399,5.1199,7.812,0.2,18.749,0.2,0.0831063829787234,0.19945744680851063,2.4000256016385046,2.0868421052631576,False,17.046370822658247,False,Medium
Road,Delhivery,van,diesel,149,1200.0,576.0,27.28,Moderate,13,6,BS-VI,8.642,0.0399,5.1199,17.28,0.48,36.288,0.48,0.11597315436241612,0.2435436241610738,2.0999999999999996,2.0984615384615384,False,12.728725749559082,False,Medium
Road,Delhivery,van,diesel,147,800.0,376.0,38.29,Low,11,2,BS-III,15.119,0.0399,5.1199,9.762,0.47,23.429,0.47,0.06640816326530613,0.15938095238095237,2.4000204876049986,3.480909090909091,False,21.33266514481774,False,Medium
Road,Delhivery,van,diesel,106,600.0,120.0,39.95,Moderate,23,2,BS-VI,11.229,0.0399,5.1199,9.459,0.2,19.864,0.2,0.08923584905660377,0.18739622641509435,2.100010571942066,1.7369565217391305,False,16.542545339602242,False,Medium
Road,Delhivery,van,diesel,71,800.0,160.0,35.69,Moderate,22,6,BS-IV,13.684,0.0399,5.1199,5.2,0.2,11.96,0.2,0.07323943661971831,0.16845070422535213,2.3000000000000003,1.622272727272727,False,19.59030100334448,False,Medium
Road,Delhivery,van,diesel,146,1200.0,924.0,29.18,Heavy,27,2,BS-III,12.257,0.0399,5.1199,11.941,0.77,28.658,0.77,0.08178767123287672,0.19628767123287671,2.3999665019680094,1.0807407407407408,False,17.321345149254284,False,Medium
Road,Delhivery,van,diesel,111,1000.0,430.0,32.86,Moderate,27,3,BS-III,11.031,0.0399,5.1199,10.14,0.43,24.336,0.43,0.09135135135135136,0.21924324324324324,2.4,1.217037037037037,False,15.507889546351084,False,Medium
Road,Delhivery,van,diesel,114,800.0,648.0,32.61,Moderate,21,3,BS-IV,12.574,0.0399,5.1199,9.101,0.81,20.932,0.81,0.07983333333333334,0.18361403508771929,2.2999670365893854,1.552857142857143,False,17.97230279816501,False,Medium
Road,Delhivery,van,diesel,102,1000.0,800.0,29.98,Low,28,4,BS-III,11.93,0.0399,5.1199,8.617,0.8,20.681,0.8,0.08448039215686276,0.20275490196078433,2.4000232099338517,1.0707142857142857,False,16.769129510819248,False,Medium
Road,Delhivery,van,diesel,78,600.0,468.0,27.72,Moderate,30,2,BS-IV,12.493,0.0399,5.1199,6.263,0.78,14.405,0.78,0.0802948717948718,0.18467948717948718,2.3000159667890787,0.9239999999999999,False,17.868882013852698,False,Medium
Road,Delhivery,van,diesel,135,1200.0,984.0,30.96,Heavy,10,4,BS-III,8.894,0.0399,5.1199,15.229,0.82,36.55,0.82,0.1128074074074074,0.2707407407407407,2.400026265677326,3.096,False,12.55823654901338,False,Medium
Road,Delhivery,van,diesel,60,1000.0,200.0,33.99,Moderate,15,3,BS-IV,11.434,0.0399,5.1199,5.252,0.2,12.08,0.2,0.08753333333333332,0.20133333333333334,2.3000761614623,2.266,False,16.391106762229967,False,Medium
Road,Delhivery,van,diesel,100,1000.0,840.0,38.89,Heavy,11,3,BS-IV,8.258,0.0399,5.1199,12.132,0.84,27.904,0.84,0.12132,0.27904,2.3000329706561162,3.5354545454545456,False,11.826379625344453,False,Medium
Road,Delhivery,van,diesel,132,800.0,160.0,32.28,Moderate,29,1,BS-VI,11.1,0.0399,5.1199,11.946,0.2,25.087,0.2,0.0905,0.1900530303030303,2.1000334840113846,1.1131034482758622,False,16.311413078068433,False,Medium
Road,Delhivery,van,diesel,159,1000.0,530.0,38.62,Heavy,25,2,BS-IV,10.921,0.0399,5.1199,14.609,0.53,33.601,0.53,0.09188050314465408,0.21132704402515723,2.300020535286467,1.5448,False,15.61570385138979,False,Medium
Road,Delhivery,van,electric,142,700.0,591.45,29.9,Low,67,0,Electric,7.6615,0.03853,5.4832,17.783,0.8449,4.4962,0.8449285714285715,0.12523239436619718,0.03166338028169014,0.25283697913737835,0.4462686567164179,False,39.56737935089803,False,Low
Road,Delhivery,van,electric,182,700.0,528.01,25.64,Low,33,1,Electric,7.6615,0.03692,6.7471,17.783,0.7543,5.5326,0.7543,0.09770879120879121,0.0303989010989011,0.31111735927571277,0.776969696969697,False,43.130419583591745,False,Low
Road,Delhivery,van,electric,44,800.0,663.69,39.03,Moderate,34,3,Electric,7.6615,0.04043,1.789,17.783,0.8296,1.467,0.8296125000000001,0.4041590909090909,0.033340909090909095,0.08249451723556206,1.1479411764705882,False,32.46745654966921,True,Low
Road,Delhivery,van,electric,169,700.0,598.7,28.19,Moderate,41,2,Electric,7.6615,0.03531,5.9854,17.783,0.8553,4.908,0.8552857142857143,0.10522485207100593,0.029041420118343198,0.2759939267840072,0.6875609756097562,False,43.93703619121784,False,Low
Road,Delhivery,van,electric,193,900.0,415.19,32.6,Moderate,74,2,Electric,7.6615,0.03944,7.6178,17.783,0.4613,6.2466,0.46132222222222224,0.092139896373057,0.03236580310880829,0.35126806500590446,0.44054054054054054,False,41.74986977654078,False,Low
Road,Delhivery,van,electric,169,1000.0,721.74,44.46,Moderate,25,4,Electric,7.6615,0.03718,6.2886,17.783,0.7217,5.1567,0.72174,0.10522485207100593,0.03051301775147929,0.28997919361187646,1.7784,False,42.27635575472824,False,Low
Road,Delhivery,van,electric,140,900.0,671.77,39.09,Low,62,1,Electric,7.6615,0.03964,5.5726,17.783,0.7464,4.5695,0.7464111111111111,0.1270214285714286,0.03263928571428571,0.2569588933250857,0.6304838709677419,False,38.5106127728443,False,Low
Road,Delhivery,van,electric,197,800.0,735.91,32.6,Moderate,60,6,Electric,7.6615,0.03901,7.7099,17.783,0.9199,6.3221,0.9198875,0.09026903553299492,0.03209187817258883,0.3555136928527245,0.5433333333333333,False,42.238527940397454,False,Low
Road,Delhivery,van,electric,99,800.0,641.68,39.04,Heavy,61,0,Electric,7.6615,0.04132,4.1002,17.783,0.8021,3.3622,0.8020999999999999,0.17962626262626263,0.033961616161616165,0.1890682112129562,0.64,False,35.01212090597902,False,Low
Road,Delhivery,van,electric,67,800.0,398.43,32.59,Heavy,64,4,Electric,7.6615,0.0376,2.5335,17.783,0.498,2.0775,0.4980375,0.2654179104477612,0.031007462686567167,0.11682505763931846,0.50921875,False,36.0179440971525,True,Low
Road,Delhivery,van,electric,91,700.0,376.2,25.64,Moderate,45,2,Electric,7.6615,0.03377,3.1031,17.783,0.5374,2.5445,0.5374285714285714,0.19541758241758242,0.027961538461538465,0.1430860934600461,0.5697777777777778,False,40.88065808797964,False,Low
Road,Delhivery,van,electric,186,1200.0,1110.98,31.29,Heavy,51,3,Electric,7.6615,0.04584,8.5308,17.783,0.9258,6.9953,0.9258166666666667,0.09560752688172043,0.03760913978494624,0.393370072541191,0.6135294117647059,False,37.048708917796446,False,Low
Road,Delhivery,van,electric,142,800.0,447.14,29.93,Heavy,54,2,Electric,7.6615,0.04316,6.1658,17.783,0.5589,5.056,0.558925,0.12523239436619718,0.0356056338028169,0.28431648203340265,0.5542592592592592,False,36.07059739888117,False,Low
Road,Delhivery,van,electric,108,1200.0,767.57,29.39,Low,52,3,Electric,7.6615,0.03292,3.5735,17.783,0.6396,2.9303,0.6396416666666667,0.16465740740740742,0.027132407407407407,0.1647809705898892,0.5651923076923077,False,42.92951057014914,False,Low
Road,Delhivery,van,electric,47,700.0,344.19,28.2,Heavy,47,4,Electric,7.6615,0.03572,1.6981,17.783,0.4917,1.3924,0.49169999999999997,0.3783617021276596,0.02962553191489362,0.07829949952201541,0.6,False,36.39764182529066,True,Low
Road,Delhivery,van,electric,101,1000.0,717.47,44.42,Low,63,5,Electric,7.6615,0.03389,3.4249,17.783,0.7175,2.8084,0.71747,0.1760693069306931,0.027805940594059404,0.15792610920542088,0.7050793650793651,False,41.64311958045418,False,Low
Road,Delhivery,van,electric,181,900.0,775.04,31.8,Moderate,47,1,Electric,7.6615,0.03822,6.9396,17.783,0.8612,5.6905,0.8611555555555556,0.0982486187845304,0.03143922651933702,0.3199966259911151,0.676595744680851,False,41.98565843148965,False,Low
Road,Delhivery,van,electric,192,900.0,884.82,40.24,Heavy,78,0,Electric,7.6615,0.04468,8.6058,17.783,0.9831,7.0568,0.9831333333333334,0.09261979166666667,0.036754166666666664,0.3968284316482033,0.515897435897436,False,38.00462800085805,False,Low
Road,Delhivery,van,electric,87,1200.0,918.46,28.06,Low,54,6,Electric,7.6615,0.04322,3.7926,17.783,0.7654,3.1099,0.7653833333333334,0.20440229885057473,0.035745977011494255,0.17488050385199347,0.5196296296296296,False,32.86748893376746,False,Low
Road,Delhivery,van,electric,186,1200.0,713.39,25.39,Moderate,76,6,Electric,7.6615,0.04355,8.1421,17.783,0.5945,6.6765,0.5944916666666666,0.09560752688172043,0.03589516129032258,0.3754428386661418,0.3340789473684211,False,38.31833565369615,False,Low
Road,Delhivery,van,electric,78,800.0,741.44,43.94,Low,66,3,Electric,7.6615,0.04131,3.235,17.783,0.9268,2.6527,0.9268000000000001,0.2279871794871795,0.034008974358974355,0.14917055614913116,0.6657575757575758,False,33.79021501852159,False,Low
Road,Delhivery,van,electric,196,1200.0,1031.4,27.57,Moderate,80,4,Electric,7.6615,0.03607,7.087,17.783,0.8595,5.8113,0.8595,0.0907295918367347,0.029649489795918367,0.3267896305460271,0.344625,False,44.749155539555915,False,Low
Road,Delhivery,van,electric,124,1200.0,784.66,29.24,Heavy,68,5,Electric,7.6615,0.04378,5.4475,17.783,0.6539,4.4669,0.6538833333333333,0.14341129032258065,0.03602338709677419,0.25118933813192373,0.43,False,34.73269558941516,False,Low
Road,Delhivery,van,electric,154,1000.0,997.09,38.0,Moderate,77,4,Electric,7.6615,0.03952,6.0888,17.783,0.9971,4.9928,0.99709,0.11547402597402598,0.03242077922077922,0.2807625260079851,0.4935064935064935,False,39.50437209686543,False,Low
Road,Delhivery,van,electric,79,700.0,422.0,36.77,Low,57,1,Electric,7.6615,0.03141,2.5021,17.783,0.6029,2.0517,0.6028571428571429,0.22510126582278484,0.025970886075949367,0.1153742338188157,0.6450877192982457,False,42.94709970838156,False,Low
Road,Delhivery,van,electric,153,700.0,376.16,43.11,Moderate,24,4,Electric,7.6615,0.03628,5.5599,17.783,0.5374,4.5591,0.5373714285714286,0.11622875816993465,0.029798039215686273,0.25637406511837146,1.79625,False,42.16297777261101,False,Low
Road,Delhivery,van,electric,147,800.0,578.83,39.47,Heavy,56,3,Electric,7.6615,0.03791,5.5743,17.783,0.7235,4.5709,0.7235375000000001,0.12097278911564627,0.03109455782312925,0.2570376201990665,0.7048214285714286,False,40.42629026433805,False,Low
Road,Delhivery,van,electric,115,1000.0,514.25,26.94,Moderate,42,3,Electric,7.6615,0.0378,4.3727,17.783,0.5142,3.5856,0.51425,0.15463478260869568,0.03117913043478261,0.2016307709610302,0.6414285714285715,False,38.53958574869435,False,Low
Road,Delhivery,van,electric,178,700.0,562.81,44.68,Low,23,3,Electric,7.6615,0.04009,7.1444,17.783,0.804,5.8584,0.8040142857142857,0.09990449438202248,0.03291235955056179,0.32943822752066576,1.942608695652174,False,40.3932822099342,False,Low
Road,Delhivery,van,electric,168,700.0,384.44,28.8,Moderate,28,3,Electric,7.6615,0.03531,5.9353,17.783,0.5492,4.8669,0.5492,0.10585119047619049,0.028969642857142857,0.2736827306978575,1.0285714285714287,False,43.966117807483215,False,Low
Road,Ecom Express,van,diesel,144,600.0,294.0,39.78,Heavy,23,1,BS-IV,9.568,0.0399,5.1199,15.064,0.49,34.647,0.49,0.10461111111111111,0.24060416666666665,2.299986723313861,1.7295652173913043,False,13.715418020526911,False,Medium
Road,Ecom Express,van,diesel,130,800.0,160.0,26.95,Moderate,26,3,BS-III,13.524,0.0399,5.1199,9.679,0.2,23.23,0.2,0.07445384615384616,0.1786923076923077,2.4000413265833247,1.0365384615384614,False,19.02735137562773,False,Medium
Road,Ecom Express,van,diesel,150,1000.0,870.0,33.56,Moderate,12,2,BS-III,13.754,0.0399,5.1199,10.952,0.87,26.285,0.87,0.07301333333333333,0.17523333333333332,2.400018261504748,2.796666666666667,False,19.402805372863313,False,Medium
Road,Ecom Express,van,diesel,112,600.0,426.0,28.31,Heavy,19,4,BS-VI,10.561,0.0399,5.1199,10.651,0.71,22.367,0.71,0.09509821428571429,0.19970535714285714,2.099990611210215,1.49,False,15.522821498437166,False,Medium
Road,Ecom Express,van,diesel,102,1000.0,740.0,39.59,Moderate,15,5,BS-III,11.372,0.0399,5.1199,8.99,0.74,21.576,0.74,0.08813725490196078,0.21152941176470588,2.4,2.6393333333333335,False,16.073414905450502,False,Medium
Road,Ecom Express,van,diesel,78,1200.0,504.0,28.45,Moderate,10,3,BS-VI,13.549,0.0399,5.1199,5.797,0.42,12.174,0.42,0.07432051282051282,0.15607692307692306,2.100051750905641,2.8449999999999998,False,19.862332558784296,False,Medium
Road,Ecom Express,van,diesel,107,800.0,680.0,29.44,Moderate,24,4,BS-IV,10.12,0.0399,5.1199,10.623,0.85,24.433,0.85,0.0992803738317757,0.22834579439252337,2.300009413536666,1.2266666666666668,False,14.451807279025221,False,Medium
Road,Ecom Express,van,diesel,71,600.0,120.0,37.94,Heavy,20,3,BS-III,13.742,0.0399,5.1199,5.213,0.2,12.511,0.2,0.07342253521126761,0.1762112676056338,2.3999616343755994,1.8969999999999998,False,19.29480265691532,False,Medium
Road,Ecom Express,van,diesel,121,800.0,160.0,33.63,Moderate,10,4,BS-IV,10.499,0.0399,5.1199,11.602,0.2,26.685,0.2,0.09588429752066116,0.2205371900826446,2.3000344768143424,3.3630000000000004,False,14.963618950516599,False,Medium
Road,Ecom Express,van,diesel,118,1000.0,880.0,26.11,Moderate,27,3,BS-IV,10.601,0.0399,5.1199,11.221,0.88,25.808,0.88,0.09509322033898306,0.21871186440677967,2.299973264414936,0.967037037037037,False,15.088222458189804,False,Medium
Road,Ecom Express,van,diesel,103,1000.0,200.0,31.36,Heavy,30,6,BS-VI,9.897,0.0399,5.1199,10.45,0.2,21.945,0.2,0.10145631067961164,0.21305825242718446,2.1,1.0453333333333332,False,14.550011392116657,False,Medium
Road,Ecom Express,van,diesel,140,600.0,510.0,37.29,Moderate,28,2,BS-III,11.458,0.0399,5.1199,12.247,0.85,29.393,0.85,0.08747857142857143,0.20995,2.4000163305299256,1.3317857142857144,False,16.194409766753633,False,Medium
Road,Ecom Express,van,diesel,66,800.0,408.0,32.2,Low,17,1,BS-VI,15.002,0.0399,5.1199,4.457,0.51,9.36,0.51,0.06753030303030302,0.14181818181818182,2.1000673098496745,1.8941176470588237,False,21.859448979709246,False,Medium
Road,Ecom Express,van,diesel,83,1000.0,530.0,35.79,Low,23,5,BS-III,10.411,0.0399,5.1199,8.064,0.53,19.354,0.53,0.0971566265060241,0.23318072289156624,2.4000496031746033,1.556086956521739,False,14.581177899322729,False,Medium
Road,Ecom Express,van,diesel,99,1000.0,820.0,25.66,Heavy,19,2,BS-VI,12.608,0.0399,5.1199,7.884,0.82,16.556,0.82,0.07963636363636364,0.16723232323232323,2.099949264332826,1.3505263157894738,False,18.53678286838305,False,Medium
Road,Ecom Express,van,diesel,130,600.0,528.0,27.52,Moderate,17,1,BS-IV,12.948,0.0399,5.1199,10.064,0.88,23.147,0.88,0.07741538461538462,0.17805384615384615,2.2999801271860094,1.6188235294117648,False,18.533607661216625,False,Medium
Road,Ecom Express,van,diesel,124,1000.0,850.0,33.68,Low,23,3,BS-IV,11.645,0.0399,5.1199,10.729,0.85,24.677,0.85,0.08652419354838708,0.19900806451612904,2.3000279615994037,1.4643478260869565,False,16.582383078912592,False,Medium
Road,Ecom Express,van,diesel,156,1200.0,576.0,32.51,Moderate,25,6,BS-IV,11.983,0.0399,5.1199,13.034,0.48,29.978,0.48,0.08355128205128205,0.19216666666666668,2.299984655516342,1.3004,False,17.172513385167434,False,Medium
Road,Ecom Express,van,diesel,77,600.0,300.0,29.18,Heavy,11,5,BS-IV,10.278,0.0399,5.1199,7.496,0.5,17.241,0.5,0.09735064935064935,0.2239090909090909,2.3000266808964778,2.652727272727273,False,14.738243398238433,False,Medium
Road,Ecom Express,van,diesel,117,600.0,468.0,37.71,Moderate,28,4,BS-III,11.345,0.0399,5.1199,10.342,0.78,24.821,0.78,0.0883931623931624,0.21214529914529917,2.400019338619223,1.3467857142857143,False,16.026842698458925,False,Medium
Road,Ecom Express,van,diesel,114,600.0,438.0,25.56,Heavy,26,4,BS-III,9.776,0.0399,5.1199,11.703,0.73,28.087,0.73,0.1026578947368421,0.24637719298245614,2.399982910364864,0.9830769230769231,False,13.799909274098141,False,Medium
Road,Ecom Express,van,diesel,159,600.0,498.0,27.29,Heavy,28,2,BS-III,9.298,0.0399,5.1199,17.114,0.83,41.074,0.83,0.10763522012578616,0.2583270440251572,2.40002337267734,0.9746428571428571,False,13.161701228409628,False,Medium
Road,Ecom Express,van,diesel,123,1000.0,200.0,39.74,Moderate,11,4,BS-VI,14.077,0.0399,5.1199,8.739,0.2,18.352,0.2,0.07104878048780489,0.14920325203252033,2.10001144295686,3.612727272727273,False,20.777103720776687,False,Medium
Road,Ecom Express,van,diesel,65,1200.0,240.0,38.03,Moderate,13,5,BS-III,11.236,0.0399,5.1199,5.855,0.2,14.052,0.2,0.09007692307692308,0.2161846153846154,2.4,2.9253846153846155,False,15.727298605180756,False,Medium
Road,Ecom Express,van,diesel,75,800.0,408.0,30.75,Moderate,28,4,BS-IV,13.322,0.0399,5.1199,5.667,0.51,13.034,0.51,0.07556,0.17378666666666667,2.299982353979178,1.0982142857142858,False,18.988696988525266,False,Medium
Road,Ecom Express,van,diesel,154,1000.0,200.0,34.2,Moderate,25,4,BS-III,10.67,0.0399,5.1199,14.515,0.2,34.836,0.2,0.09425324675324676,0.2262077922077922,2.4,1.368,False,15.030428292570903,False,Medium
Road,Ecom Express,van,diesel,110,600.0,432.0,34.36,Low,11,1,BS-III,12.749,0.0399,5.1199,8.664,0.72,20.794,0.72,0.07876363636363636,0.18903636363636364,2.4000461680517082,3.1236363636363635,False,17.98620171615312,False,Medium
Road,Ecom Express,van,diesel,147,1200.0,240.0,38.44,Heavy,21,4,BS-VI,9.278,0.0399,5.1199,15.947,0.2,33.489,0.2,0.1084829931972789,0.22781632653061223,2.100018812315796,1.8304761904761904,False,13.607535770265521,False,Medium
Road,Ecom Express,van,diesel,135,800.0,440.0,32.4,Moderate,26,5,BS-VI,11.798,0.0399,5.1199,11.502,0.55,24.154,0.55,0.08520000000000001,0.1789185185185185,2.099982611719701,1.2461538461538462,False,17.32622557680548,False,Medium
Road,Ecom Express,van,diesel,67,600.0,474.0,28.14,Low,28,2,BS-IV,12.226,0.0399,5.1199,5.521,0.79,12.698,0.79,0.08240298507462686,0.1895223880597015,2.2999456620177505,1.0050000000000001,False,17.411904186107208,False,Medium
Road,Ecom Express,van,diesel,138,1200.0,852.0,28.04,Moderate,30,5,BS-IV,11.247,0.0399,5.1199,12.346,0.71,28.396,0.71,0.08946376811594203,0.20576811594202898,2.300016199578811,0.9346666666666666,False,16.037548793558102,False,Medium
Road,Ecom Express,van,diesel,127,800.0,664.0,35.56,Heavy,10,6,BS-IV,11.734,0.0399,5.1199,10.906,0.83,25.084,0.83,0.0858740157480315,0.19751181102362206,2.3000183385292496,3.556,False,16.707954432834267,False,Medium
Road,Ecom Express,van,diesel,159,1000.0,200.0,35.34,Moderate,28,5,BS-IV,12.658,0.0399,5.1199,12.595,0.2,28.968,0.2,0.07921383647798742,0.182188679245283,2.2999603017070265,1.2621428571428572,False,18.112872409949503,False,Medium
Road,Ecom Express,van,diesel,126,1000.0,200.0,34.17,Moderate,23,3,BS-III,10.852,0.0399,5.1199,11.661,0.2,27.986,0.2,0.09254761904761905,0.22211111111111112,2.3999656976245607,1.4856521739130435,False,15.307499389005024,False,Medium
Road,Ecom Express,van,diesel,154,1200.0,696.0,35.04,Moderate,19,2,BS-VI,11.635,0.0399,5.1199,13.272,0.58,27.871,0.58,0.08618181818181818,0.18098051948051946,2.099984930681133,1.8442105263157895,False,17.128832095184762,False,Medium
Road,Ecom Express,van,diesel,88,600.0,120.0,39.73,Moderate,15,1,BS-IV,12.549,0.0399,5.1199,7.052,0.2,16.22,0.2,0.08013636363636363,0.1843181818181818,2.3000567214974477,2.6486666666666663,False,17.90413017828455,False,Medium
Road,Ecom Express,van,diesel,154,800.0,376.0,32.45,Heavy,23,3,BS-III,10.532,0.0399,5.1199,14.686,0.47,35.246,0.47,0.09536363636363636,0.2288701298701299,2.3999727631758137,1.4108695652173915,False,14.855467443939038,False,Medium
Road,Ecom Express,van,diesel,155,1000.0,200.0,36.76,Heavy,12,6,BS-IV,10.999,0.0399,5.1199,14.18,0.2,32.614,0.2,0.09148387096774194,0.21041290322580644,2.3,3.063333333333333,False,15.683448825657692,False,Medium
Road,Ecom Express,van,diesel,63,600.0,120.0,35.15,Moderate,26,5,BS-III,9.982,0.0399,5.1199,6.362,0.2,15.269,0.2,0.10098412698412698,0.24236507936507937,2.40003143665514,1.3519230769230768,False,14.028553311236742,False,Medium
Road,Ecom Express,van,diesel,101,600.0,120.0,37.14,Heavy,27,4,BS-III,11.918,0.0399,5.1199,8.543,0.2,20.503,0.2,0.08458415841584158,0.203,2.399976589020251,1.3755555555555556,False,16.748653147883008,False,Medium
Road,Ecom Express,van,cng,142,1500.0,673.03,35.45,Moderate,48,3,BS-IV,18.22,0.0399,5.1199,7.82,0.4487,21.51,0.4486866666666666,0.05507042253521127,0.15147887323943662,2.7506393861892584,0.7385416666666668,False,24.760148435094127,False,Medium
Road,Ecom Express,van,cng,108,1300.0,503.74,46.16,Low,37,3,BS-VI,16.39,0.0399,5.1199,6.62,0.3875,18.21,0.3874923076923077,0.0612962962962963,0.16861111111111113,2.7507552870090635,1.2475675675675675,False,22.245006644534804,False,Medium
Road,Ecom Express,van,cng,249,1300.0,620.47,47.64,Moderate,33,5,BS-IV,17.1,0.0399,5.1199,14.58,0.4773,40.09,0.4772846153846154,0.05855421686746988,0.16100401606425704,2.7496570644718794,1.4436363636363636,False,23.289214493726565,False,Medium
Road,Ecom Express,van,cng,145,1500.0,828.37,54.03,Low,21,2,BS-IV,20.04,0.0399,5.1199,7.26,0.5522,19.96,0.5522466666666667,0.050068965517241375,0.1376551724137931,2.7493112947658402,2.572857142857143,False,27.23698084874984,False,Medium
Road,Ecom Express,van,cng,233,1400.0,892.41,28.02,Low,57,0,BS-IV,18.46,0.0399,5.1199,12.62,0.6374,34.7,0.6374357142857142,0.054163090128755365,0.14892703862660944,2.7496038034865298,0.49157894736842106,False,25.177454934073815,False,Medium
Road,Ecom Express,van,cng,131,1400.0,945.79,53.98,Low,33,7,BS-VI,20.4,0.0399,5.1199,6.43,0.6756,17.68,0.6755642857142857,0.04908396946564885,0.1349618320610687,2.749611197511664,1.6357575757575757,False,27.78275265124593,False,Medium
Road,Ecom Express,van,cng,184,1000.0,723.79,54.38,Heavy,61,0,BS-IV,18.27,0.0399,5.1199,10.11,0.7238,27.8,0.7237899999999999,0.05494565217391304,0.15108695652173915,2.7497527200791296,0.8914754098360657,False,24.818507212034525,False,Medium
Road,Ecom Express,van,cng,151,1100.0,898.12,31.04,Heavy,35,1,BS-IV,16.36,0.0399,5.1199,9.24,0.8165,25.41,0.8164727272727272,0.06119205298013245,0.16827814569536423,2.75,0.8868571428571428,False,22.28453364817001,False,Medium
Road,Ecom Express,van,cng,143,1300.0,708.32,48.02,Low,21,3,BS-IV,17.59,0.0399,5.1199,8.17,0.5449,22.47,0.5448615384615385,0.05713286713286713,0.15713286713286712,2.7503059975520197,2.2866666666666666,False,23.867100919000393,False,Medium
Road,Ecom Express,van,cng,231,1000.0,806.56,49.39,Heavy,70,8,BS-IV,15.64,0.0399,5.1199,14.8,0.8066,40.7,0.8065599999999999,0.06406926406926407,0.1761904761904762,2.75,0.7055714285714286,False,21.283783783783782,False,Medium
Road,Ecom Express,van,cng,175,1300.0,993.11,43.85,Heavy,54,6,BS-VI,17.84,0.0399,5.1199,9.82,0.7639,27.01,0.7639307692307692,0.056114285714285714,0.15434285714285714,2.75050916496945,0.8120370370370371,False,24.299855752301138,False,Medium
Road,Ecom Express,van,cng,210,1000.0,770.87,30.65,Heavy,42,6,BS-VI,15.43,0.0399,5.1199,13.67,0.7709,37.59,0.77087,0.0650952380952381,0.17900000000000002,2.7498171177761526,0.7297619047619047,False,20.948698981989676,False,Medium
